#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.271291    0.271291           0
           2     0.27183     0.27156 0.000190786
           3     0.26956    0.270894 0.000559104
           4    0.268154    0.270209 0.000726424
           5    0.270817     0.27033 0.000591243
           6      0.2709    0.270425 0.000500268
           7    0.268126    0.270097 0.000525675
           8    0.269351    0.270004 0.000468153
           9     0.27133    0.270151 0.000438736
          10    0.270107    0.270147 0.000394885
          11    0.273326    0.270436 0.000452584
          12    0.269574    0.270364 0.000420528
          13    0.269535      0.2703 0.000392982
          14    0.271906    0.270415 0.000381291
          15    0.269942    0.270383 0.000357172
          16    0.268349    0.270256 0.000356757
          17    0.269661    0.270221 0.000337487
          18    0.268557    0.270129 0.000331158
          19    0.271048    0.270177 0.000317245
          20    0.271311    0.270234 0.000306409
